#-----------------------------------------------------------
# xsim v2020.2 (64-bit)
# SW Build 3064766 on Wed Nov 18 09:12:45 MST 2020
# IP Build 3064653 on Wed Nov 18 14:17:31 MST 2020
# Start of session at: Wed May 22 22:47:12 2024
# Process ID: 2408
# Current directory: C:/Users/atomi/GitHub/hw-viv/div_archive
# Command line: xsim.exe -mode tcl -source {xsim.dir/div_tb_snapshot_p2/xsim_script.tcl}
# Log file: C:/Users/atomi/GitHub/hw-viv/div_archive/xsim.log
# Journal file: C:/Users/atomi/GitHub/hw-viv/div_archive\xsim.jou
#-----------------------------------------------------------
source xsim.dir/div_tb_snapshot_p2/xsim_script.tcl
# xsim {div_tb_snapshot_p2} -autoloadwcfg -runall
Vivado Simulator 2020.2
Time resolution is 1 ps
q     6324311176186873   17390056 2581458193            363673997
r     6324311176186873   17390056   14499736              2613041
q    99427317688417000   23965671 3521115967           4148739156
r    99427317688417000   23965671    1103143             10903324
q      100528100500437      31032 4110612551           3239497953
r      100528100500437      31032       8568                22941
q    13938888802949383    3721762 2455625136           3745239164
r    13938888802949383    3721762    1814176              1462415
q     4437459881543750    1333119 3065788436           3328629988
r     4437459881543750    1333119      90644               571178
q      446913007692606     713420 3653112241            626437452
r      446913007692606     713420     107764               686766
q      315956897957503     306179 1299618311           1031935233
r      315956897957503     306179     228843               252796
q      745663429617154     226704 2962584717           3289149858
r      745663429617154     226704     196528               209122
q      396577791509680     124686 4218221012           3180612029
r      396577791509680     124686      31336                61786
q      171070561011293      55516 2455549066           3081464100
r      171070561011293      55516      26984                35693
q       42710302409746      47174  326670256            905378013
r       42710302409746      47174       1504                24484
q       78269327820309      22357  497944949           3500886873
r       78269327820309      22357       6439                  648
q        2479073982371       2475 4006900802           1001646053
r        2479073982371       2475       1514                 1196
q       11254250413885       3426 1960691433           3284953419
r       11254250413885       3426       1486                  391
q        2942843609829       1705  934564731           1726007982
r        2942843609829       1705        461                  519
q         104008042315        247 1008534830            421085191
r         104008042315        247        158                  138
q        1951630824141        465  637317727           4197055535
r        1951630824141        465        369                  366
q          12889098620         71  544432474            181536600
r          12889098620         71         10                   20
q         182616781167         91  377579542           2006777815
r         182616781167         91         46                    2
q  1942143759777186376  547480209 3431623076           3547422770
r  1942143759777186376  547480209   70476316            246227446
q   447407448676145989  274789287    2451899           1628183738
r   447407448676145989  274789287  236684803            206131183
q   629698506101776203  147478529 2444234702           4269763947
r   629698506101776203  147478529    5578802             20982240
q    94706359204894119  115955749 3227992895            816745698
r    94706359204894119  115955749   60727269             50776317
q    46793279630151972   24531180 1171380310           1907502192
r    46793279630151972   24531180   21868728              7805412
q    70654582901513024   44716531 2734518053           1580055100
r    70654582901513024   44716531   11717345             40654924
q    76398420365534570   24767141  338439657           3084668527
r    76398420365534570   24767141   24014547             19063263
q    10734779814130153    2568291 2089903659           4179736569
r    10734779814130153    2568291    1076575              1596574
q    14290323343711234    5596351 1801021786           2553507337
r    14290323343711234    5596351    4275674              4783947
q     5360837892342530    2327769 2596452828           2302993936
r     5360837892342530    2327769     459908               933746
q     1173600801373326    1569906 3205249699            747561192
r     1173600801373326    1569906     362346               685374
q      507056434600396     451651 3883472967           1122673113
r      507056434600396     451651     354667               440833
q      267033102939644     140365 4124410905           1902419427
r      267033102939644     140365     114811                68789
q      232552109831816     130469 2650114220           1782431917
r      232552109831816     130469      60708                52743
q       69455093763417      35879 3746828963           1935814648
r       69455093763417      35879       1323                 7825
q       10628848703090      17234  787020234            616737188
r       10628848703090      17234       8012                 5098
q        1779992974548        668  668677543           2664660141
r        1779992974548        668         60                  360
q       16499760416014       4826 4268268369           3418930877
r       16499760416014       4826       2822                 3612
q        9204701200620       4229 1738705133           2176566848
r        9204701200620       4229       3295                  428
q        5688195186284       1856 3221225472           3064760337
r        5688195186284       1856          0                  812
q         247631393813       1234 2721770198            200673738
r         247631393813       1234       1140                 1121
q         784779784001        245 1560212609           3203182791
r         784779784001        245        139                  206
q           5590533730         64  536870912             87352089
r           5590533730         64          0                   34
q          52981354060         72 3817748707            735852139
r          52981354060         72         40                   52
q    14798286078905357    5622850 3315094360           2631812351
r    14798286078905357    5622850    1598288              1085007
q  1030281760101531793  326703033 1288953008           3153572682
r  1030281760101531793  326703033  316781776            106187287
q   124923342971710021   75134374 4254034804           1662665652
r   124923342971710021   75134374   60575432             37388173
q   118605924040654142   30245780 2541295224           3921404045
r   118605924040654142   30245780   23567008              4474042
q   167465917760301244   62002638 3260972005           2700948268
r   167465917760301244   62002638   60064954             42770260
q    13285918745948961   21035408  454912642            631597863
r    13285918745948961   21035408    6005984              5815857
q     6174020831095482   15065922 3449454733            409800397
r     6174020831095482   15065922     840870             14324448
q    22850186316127124    6227978  930014042           3668957455
r    22850186316127124    6227978    2772604              3451134
q     7391795023627839    3224318  150348991           2292514269
r     7391795023627839    3224318     736382               834297
q      873613579736322     538569 2538969403           1622101494
r      873613579736322     538569     459693               214236
q     1449936205743387     452984  401067403           3200855230
r     1449936205743387     452984     140248               237067
q      592853745778501     638696 3413320045            928225236
r      592853745778501     638696     380728               446245
q      142044630611618      63534 3518366038           2235726234
r      142044630611618      63534      29324                60662
q       71443751851500      52749 2006174509           1354409597
r       71443751851500      52749      30903                19347
q       92816230480056      28894 2704458883           3212301186
r       92816230480056      28894      18022                11772
q       16708452492613       4143 1699119333           4032935672
r       16708452492613       4143       1525                 3517
q       15352953286806      11729   77997104           1308973764
r       15352953286806      11729       1232                 8850
q       22272572825541       5253  507743135           4239971982
r       22272572825541       5253       2661                 4095
q        2036060959255       4590 2283163442            443586265
r        2036060959255       4590       3460                 2905
q       10086475226671       2860 4210870034           3526739589
r       10086475226671       2860        744                 2131
q         602075396601        892 3678649118            674972417
r         602075396601        892        888                  637
q        1287387741742        505 2832126949           2549282656
r        1287387741742        505        323                  462
q         332281909266        222  928641577           1496765357
r         332281909266        222        114                   12
q         123204919357         29 1184818564           4248445495
r         123204919357         29         12                    2
q  2680084840420970098  770224956 2751514355           3479613091
r  2680084840420970098  770224956   24999436            508471102
q  2169564393519795402  777469347  309995318           2790546536
r  2169564393519795402  777469347  428288670            402763410
q   781437496885049716  220093145 1790043649           3550485395
r   781437496885049716  220093145   54112039             22932441
q   133039226227002986   94529107  839286792           1407389009
r   133039226227002986   94529107   64048488              4618023
q    44070849824197081   72998288 2452599396            603724430
r    44070849824197081   72998288   57103296             10421241
q   111118632437283796   28111533 1884404815           3952777404
r   111118632437283796   28111533   11341981              3083464
q     1909493083292824    3105139 1204682322            614946088
r     1909493083292824    3105139     765738              2546592
q    14792512244347543    7104835  828921944           2082034592
r    14792512244347543    7104835    5556472              3895223
q     2576367633781405    1139103 3351302386           2261751249
r     2576367633781405    1139103      34738               791758
q      366723380436509     584801 4189723150            627090891
r      366723380436509     584801     473266               288818
q     1225797150319489     600910 1300519327           2039901400
r     1225797150319489     600910     523406                45489
q     2142609984400547     651164 3576892433           3290430650
r     2142609984400547     651164     509604               623947
q     1106140994958679     294497 1909114180           3756034849
r     1106140994958679     294497     248124                32726
q      173514176152116      52745  931465179           3289680086
r      173514176152116      52745      32589                16046
q      187533739787730      60682 3506638866           3090434392
r      187533739787730      60682      46412                12386
q       63648865686222      31640  500627035           2011658207
r       63648865686222      31640        248                16742
q       50101966456645      13111 2418887843           3821368809
r       50101966456645      13111       4091                 1846
q       35031218013880       8215 3505508912           4264299210
r       35031218013880       8215       7600                 3730
q       10279454260684       3340 2103762424           3077680916
r       10279454260684       3340         96                 1244
q        8445562134998       2789 1481448023           3028168567
r        8445562134998       2789       2605                 1635
q          91480667404         44 1952257861           2079106077
r          91480667404         44         36                   16
q         202786012478        403 3612888122            503191097
r         202786012478        403        178                  387
q         496231583036        143 1231424189           3470150930
r         496231583036        143        109                   46
q          43129908297        148  928641577            291418299
r          43129908297        148         76                   45
q   969621899957412127  631108570 2487732128           1536378914
r   969621899957412127  631108570  188948928            564719147
q   548577792353544586  356269372 2566318115           1539783757
r   548577792353544586  356269372  161300684            231353982
q   218105921928783711  200664103 2688733655           1086920473
r   218105921928783711  200664103   53185599            181902992
q   327490558241738668  118578213  163727576           2761810538
r   327490558241738668  118578213  107337928              1130074
q   175608235654946734   57664351 2344606245           3045351809
r   175608235654946734   57664351    5520709             22285775
q   116860800690758817   41408333 2376355343           2822156610
r   116860800690758817   41408333   17624189              5727687
q    67443827300158160   19562949 2053132544           3447528657
r    67443827300158160   19562949   17869568              7228667
q    33719098643329881   10426754 4094588977           3233901810
r    33719098643329881   10426754    8072734             10305141
q      443494414419910     538707 4284164242            823257196
r      443494414419910     538707     125098               134338
q      704990347636600    1195356 3898482022            589774383
r      704990347636600    1195356       8536               271252
q      685009513232921     473012 2876193078           1448186331
r      685009513232921     473012     470024               433949
q      459006061856601     330842 2465086536           1387387519
r      459006061856601     330842     224944               295603
q      360939224628184     352282 3643581438           1024574700
r      360939224628184     352282     137268               162784
q      148056250720870      99038 3629632896           1494943867
r      148056250720870      99038      51968                20924
q       20757911367261       7159  429556723           2899554598
r       20757911367261       7159       3979                  179
q       19024296044419      17472  207472092           1088844782
r       19024296044419      17472       6400                13315
q       23916406193488       9789 2817242313           2443191969
r       23916406193488       9789       5659                 8947
q        5327405296094       6170 2802518368            863436838
r        5327405296094       6170       3136                 5634
q        4717372109957       2586 2614183497           1824196484
r        4717372109957       2586        662                 2333
q         824981526813       1179  896150937            699729878
r         824981526813       1179         93                  651
q         384880359950        350  613566756           1099658171
r         384880359950        350        200                  100
q           2231387572         20 1717986918            111569378
r           2231387572         20          8                   12
q          33255302035        307 2532211988            108323459
r          33255302035        307        260                  122
q         336098988283        182 1179936070           1846697737
r         336098988283        182         60                  149
q  5596175288565610443 1572856678 1834035747           3557968991
r  5596175288565610443 1572856678 1378823438            954338545
q   299802592749816968  510319255 1154123427            587480464
r   299802592749816968  510319255  476432347             34282648
q   355195386417227854  123166571 4187350733           2883861940
r   355195386417227854  123166571   50820433             30020114
q   291632331522491693  178785074 3357137281           1631189477
r   291632331522491693  178785074  133364174            169025395
q    97654161198524631   40945149 2555530437           2384999531
r    97654161198524631   40945149   23496783             36799512
q    12940334588229345   16607647 2745910245            779179289
r    12940334588229345   16607647    7792581              6806362
q    16776083780616261    6916698 3023566694           2425446908
r    16776083780616261    6916698    2099748              2946477
q    13330034463292623    6936790 1316993115           1921643074
r    13330034463292623    6936790    6036462              4000163
q     6000964505958663    2891878 3039462124           2075109844
r     6000964505958663    2891878    2250232               511631
q     3699393202167099    3059203  492676855           1209266989
r     3699393202167099    3059203     600347              1617332
q     5088340004794009    1538025 3353918396           3308359750
r     5088340004794009    1538025     310756               300259
q     2306158079284728     694004 3600251056           3322975197
r     2306158079284728     694004     645184               665940
q      147980547951161     137491 2773449726           1076292615
r      147980547951161     137491     130598                22196
q      413645172935585     194167 2754134755           2130357748
r      413645172935585     194167      83579                79669
q        1955803027199       1396 1033745710           1401005033
r        1955803027199       1396        296                 1131
q       85096752899418      27320 1916699900           3114815259
r       85096752899418      27320       4832                23538
q       19416064807918       6184   27781159           3139725874
r       19416064807918       6184       4584                 3102
q       22146649559379       9168 3401119390           2415646766
r       22146649559379       9168       1440                 8691
q        5146200322947       1567 3823535021           3284109969
r        5146200322947       1567         13                 1524
q         207809758391       1418 1235787487            146551310
r         207809758391       1418        202                  811
q         112805466257        542  443760458            208128166
r         112805466257        542        340                  285
q        1130453773839        469 3452457719           2410349197
r        1130453773839        469        381                  446
q         357922652813        175  662652097           2045272301
r         357922652813        175         17                  138
q         310580601337        155 1330054388           2003745815
r         310580601337        155         68                   12
q  1397104633436872101  668666254  308544016           2089390073
r  1397104633436872101  668666254  348408608            179175559
q    58176613020576022  694424938 3885028725             83776675
r    58176613020576022  694424938  500237454            677854872
q    34023795895847171  246646516 3796877648            137945576
r    34023795895847171  246646516   31186880            177833955
q    10184090936888829    3845460 2241041305           2648341404
r    10184090936888829    3845460    2829516              1462989
q      569355506837012   36172786 2861130531             15739885
r      569355506837012   36172786   11603946             15067402
q    13263688012256212    4528925  395314236           2928661440
r    13263688012256212    4528925    1126708               104212
q    17775553593702712   17292330 1777786962           1027944388
r    17775553593702712   17292330    8043148             14758672
q    16307242065196004    7121531 4006722358           2289850604
r    16307242065196004    7121531    2175246              3441280
q     4573060061129967    3704359  702905774           1234507795
r     4573060061129967    3704359    3196542               151562
q      406756751355228     109554  306262523           3712842537
r      406756751355228     109554      71610                56730
q      519920266543914     403447 1139268640           1288695334
r      519920266543914     403447     113952               127616
q      457346280510571     220074  356635642           2078147716
r      457346280510571     220074      89596                59587
q     1388447087293685     338746 4266414143           4098785187
r     1388447087293685     338746      15546               338183
q      220402067693056     135375  106251859           1628085449
r      220402067693056     135375      62179                34681
q      103755130995567      32149 2905037912           3227320631
r      103755130995567      32149      18632                29548
q       20702182429233      17976 3489302536           1151656788
r       20702182429233      17976       3648                 8145
q       23907837081508      20630 3687467801           1158886916
r       23907837081508      20630      12122                 4428
q       32261080545008       8249 2864179306           3910908054
r       32261080545008       8249        102                 7562
q        1924164592770        868  138547332           2216779484
r        1924164592770        868        112                  658
q         663207834959        340  707406378           1950611279
r         663207834959        340         56                   99
q         830884235095        924 2695975142            899225362
r         830884235095        924        472                  607
q        1518266752521        466 2857167085           3258083159
r        1518266752521        466        150                  427
q         810240035735        189  999886566           4286984316
r         810240035735        189         50                   11
q         267926325156         83 3053049041           3228028013
r         267926325156         83         61                   77
q   192962854289115425  698229329  639841976            276360282
r   192962854289115425  698229329   67583944             26004647
q  1838217618129958032  508789774 3677756998           3612921705
r  1838217618129958032  508789774  381435948            363313362
q   736510289300537154  190753531 1336910668           3861057173
r   736510289300537154  190753531   41053308            157909291
q    82389432297549965  112938511 2221028707            729506981
r    82389432297549965  112938511   11121971             99304674
q    61830721626269307   16885932 2915982702           3661670651
r    61830721626269307   16885932   10160664              7087575
q    16702742767692963   22907731 4236397713            729131259
r    16702742767692963   22907731    8483325             22829634
q     9532887533275817   13202570 3582514969            722047868
r     9532887533275817   13202570    2340998             12655057
q     5362564103473582    1800107 3606899556           2979025193
r     5362564103473582    1800107    1525812               377931
q     3258919347314242    3830924 1375389942            850687548
r     3258919347314242    3830924     958840              3179890
q     4265547491608488    1245432 3726283267           3424954145
r     4265547491608488    1245432     625944               892848
q      392802419799661     102301  310007121           3839673315
r      392802419799661     102301      28243                 1846
q     1244047240532235     354452  657140223           3509776332
r     1244047240532235     354452      73876               102171
q       12176902079525       3166    5426364           3846147214
r       12176902079525       3166        760                    1
q      176425613220453     116987 2856323784           1508078788
r      176425613220453     116987      77288                48697
q      137797458681209      34867 2240916770           3952088183
r      137797458681209      34867      29242                 4548
q      100087731497890      27654  320251050           3619285871
r      100087731497890      27654      27652                21256
q       22711859793034       6915  848434609           3284433809
r       22711859793034       6915       5101                 3799
q        9906295649950       2982 2399535719           3322030734
r        9906295649950       2982       1078                 1162
q       17045554690792       5513  513401677           3091883673
r       17045554690792       5513       2763                 1543
q        1333105089934        777 3487933544           1715707966
r        1333105089934        777         88                  352
q        1276717742325        366 2886781297           3488299842
r        1276717742325        366        114                  153
q        1676378827415        416 2932141134           4029756796
r        1676378827415        416        320                  279
q         610051595798        150 2634246608           4067010638
r         610051595798        150         32                   98
q          57788702717        141 3259301423            409848955
r          57788702717        141         29                   62
q  2092946572251080425  785301636 2435507339           2665149894
r  2092946572251080425  785301636  413132884            307653841
q   854667366500937154  434210759  511925783           1968323789
r   854667366500937154  434210759  269269791            121491303
q   657134404421980695  192935907 1473191188           3405972556
r   657134404421980695  192935907   90106692            113012403
q   318420135918669021  109991520 1005684148           2894951682
r   318420135918669021  109991520   11232384             88932381
q    46260488931248300   62024862  398465966            745837837
r    46260488931248300   62024862   46498460             16944806
q     6070257811104665   20856983 3849942466            291041988
r     6070257811104665   20856983   15665810             15102461
q     1261644548865443     304997 2592157955           4136580192
r     1261644548865443     304997     177361                46019
q    23509231067250097    7091643 3215428760           3315061272
r    23509231067250097    7091643    6345976              3100201
q    13202249514488199    3825199 1075817055           3451388938
r    13202249514488199    3825199    1758863               239537
q     5099068555758396    1964503  135932391           2595602325
r     5099068555758396    1964503    1712127              1488921
q      687940307957678     775043 2417971222            887615665
r      687940307957678     775043     385726               109083
q      130677292900232     651906 3389270532            200454195
r      130677292900232     651906     451064               454562
q       48604975523428      18653 1883955525           2605745752
r       48604975523428      18653       8047                11372
q        7339006593509      31529 1279949021            232770040
r        7339006593509      31529      30107                 2349
q       94678830696380      39124 1733619352           2419968068
r       94678830696380      39124      10784                 3948
q        5105179636082       1718 4204967981           2971583024
r        5105179636082       1718        514                  850
q       35071358652994       8908 2784882252           3937063162
r       35071358652994       8908        880                 5898
q       25088415949274       6634 3745957307           3781793178
r       25088415949274       6634         18                 6422
q       11782450577347       4482 1320496415           2628837701
r       11782450577347       4482       1858                 1465
q        9089462047329       3007 2416722535           3022767558
r        9089462047329       3007       2087                  423
q         161348625304        176 1952257861            916753552
r         161348625304        176        144                  152
q        1399014554405        411 3720214981           3403928356
r        1399014554405        411        185                   89
q         384172903034        362 1779682581           1061251113
r         384172903034        362         78                  128
q         186381001689         70 2822407080           2662585738
r         186381001689         70         16                   29
q  2640568383874017564 1089777251 1490504155           2423034965
r  2640568383874017564 1089777251  735024719            639436349
q  1404440447502293512  488221136 2253453093           2876648190
r  1404440447502293512  488221136  393397488            308149672
q   571535902320740604  187851107 2807056059           3042494193
r   571535902320740604  187851107  128043695            124618953
q   233729905873934738   74986307 3274851443           3116967820
r   233729905873934738   74986307   72166631             14293998
q    53671158376318701   19439217  214794796           2760973262
r    53671158376318701   19439217    1204884              5102847
q   152133165007166345   43853404 3251850178           3469130127
r   152133165007166345   43853404   14154312             19264037
q    74751562705828669   19436513 1334460572           3845934849
r    74751562705828669   19436513     238308             16087132
q    25753068296294183    7208503 2188372661           3572595904
r    25753068296294183    7208503     261405              4522471
q     2113903965368655    1336969 2791491501           1581116664
r     2113903965368655    1336969    1062507               217239
q    10665303281248944    2593379  748096154           4112512394
r    10665303281248944    2593379    1380978              1409618
q      678717849883870     179931  164369368           3772100693
r      678717849883870     179931      46648                91687
q      218638014396101     216716 1083353754           1008868816
r      218638014396101     216716     116680                67845
q      114057601493998     332615 2001950737            342911779
r      114057601493998     332615     282697               121913
q      503347396161432     117509 1740881909           4283479530
r      503347396161432     117509      63799                70662
q      301327936852201      75744 1818375201           3978241667
r      301327936852201      75744      23584                26953
q       10536686174512      11970  408326882            880257825
r       10536686174512      11970       5308                 9262
q       32698804824863      12480 3500673664           2620096540
r       32698804824863      12480       8192                 5663
q         808537842578       4233 3064210071            191008231
r         808537842578       4233       3377                  755
q        3566106534224       4274 1545545086            834372141
r        3566106534224       4274       3684                 3590
q          23742681158       1251  120162953             18978961
r          23742681158       1251       1157                  947
q          34952650764        118  509572391            296208904
r          34952650764        118          6                   92
q         992165110156        365  341243976           2718260575
r         992165110156        365        344                  281
q         701783168502        197 2529016275           3562351109
r         701783168502        197        161                   29
q          17576634473        133 2809489885            132155146
r          17576634473        133         47                   55
q   206394989903150200   63019621 3689011509           3275090941
r   206394989903150200   63019621   54946839             60796839
q   337556020218114930  457384624 3874525105            738013484
r   337556020218114930  457384624   20231248            331844914
q    30997768759106973    9852517 3649947365           3146177647
r    30997768759106973    9852517    1153447              7019474
q   333373495224736519   97827578  411297181           3407766010
r   333373495224736519   97827578   56210094             75712739
q     6426127997930811   43091736 3818636836            149126690
r     6426127997930811   43091736   25456800             41896971
q    41706797435193904   18325762 3134680147           2275856110
r    41706797435193904   18325762   12317786             17088084
q    59610454473423439   24944055  612692848           2389765997
r    59610454473423439   24944055   23743216              7125604
q     5916336090192401    4384744 1210336614           1349300230
r     5916336090192401    4384744    3543440              2501281
q     5183069970849000    2121721 1077166407           2442861229
r     5183069970849000    2121721    1255665              1193891
q     2052120204009584     991851 3012722633           2068980324
r     2052120204009584     991851     320765               669860
q     3905541159075762    1208856 2240300100           3230774516
r     3905541159075762    1208856     741792               762066
q      513158900778983     622690  385166878            824100115
r      513158900778983     622690     481412               169633
q       23512048452417      32400  698329867            725680507
r       23512048452417      32400      24528                25617
q      147782394620942      58637   32448292           2520292556
r      147782394620942      58637      14124                14770
q      178654710226016      44675 3791588476           3998986238
r      178654710226016      44675      21644                43366
q       79548833607967      43661 3224594671           1821965452
r       79548833607967      43661      32349                 8195
q       35506850630331      14296 2524825486           2483691286
r       35506850630331      14296       7728                 5675
q       25475526895847      11918 3107166305           2137567284
r       25475526895847      11918       3122                 5135
q        9170719871882       5190  552801185           1766998048
r        9170719871882       5190       3578                 2762
q        1929007762917        886 3296363161           2177209664
r        1929007762917        886        634                  613
q        3927644128262       1433 2307833089           2740854241
r        3927644128262       1433       1383                  909
q         326620058189        434 4077250059            752580779
r         326620058189        434        346                  103
q         447758903769        284 1572804925           1576615858
r         447758903769        284         84                   97
q          32956585318          8          0           4119573164
r          32956585318          8          0                    6
q   414087706761395674 1244674646 2784071205            332687508
r   414087706761395674 1244674646  766893458            512873506
q   951581118631868097  356042657  586821475           2672660424
r   951581118631868097  356042657  153763261             12161529
q    11054354364960256    2627197 1339666110           4207661003
r    11054354364960256    2627197      88378               861665
q    58690434222950302   80343836  677822105            730490814
r    58690434222950302   80343836   62319684             63427798
q    49863738330740199   18687300 4024015680           2668322247
r    49863738330740199   18687300    8553216              4377099
q    88152401308123830   39003866 3497383050           2260093943
r    88152401308123830   39003866   22972028              7940192
q    18336574257447793   22067324 4034952271            830937827
r    18336574257447793   22067324   12255676              5182845
q    24137631320520177    7519412   21963164           3210042397
r    24137631320520177    7519412    3526224                 9613
q     5615808148001017    2385691  279081211           2353954534
r     5615808148001017    2385691    1906823              1828023
q     9131836182176393    2815070 1321355407           3243910873
r     9131836182176393    2815070     724862               920283
q     3288463288087103     855222 3906993876           3845157500
r     3288463288087103     855222     714056               622103
q     1607849784178179     664312  250413470           2420323258
r     1607849784178179     664312     226032                 9683
q      536506529968266     225221 2353182338           2382133681
r      536506529968266     225221      77814               199765
q       68905416222023     118901 2599498965            579519232
r       68905416222023     118901      51879                17991
q       97634622179882      85684 3689048283           1139473205
r       97634622179882      85684      35844                82662
q       43823720181805      20605 2998452053           2126848831
r       43823720181805      20605        895                19050
q       11910406470105       3500 2969663101           3402973277
r       11910406470105       3500       2820                  605
q        7888410974575       7188 1988543567           1097441704
r        7888410974575       7188       1492                 6223
q       13401903105264       3635 3031880627           3686905943
r       13401903105264       3635       2391                 2459
q        5417663442152       2258 3245001863           2399319504
r        5417663442152       2258        322                 2120
q        3786139235998       1464 1314306932           2586160680
r        3786139235998       1464        160                  478
q         333285846075         90          0           3703176067
r         333285846075         90          0                   45
q         906722622956        249 1586895547           3641456317
r         906722622956        249         29                   23
q         423817930124        132 2212558910           3210741894
r         423817930124        132          8                  116
q   890352052482014344 1321402887  550504888            673793028
r   890352052482014344 1321402887   51661816             42342508
q   551375808236718034  244961406 3361167023           2250868074
r   551375808236718034  244961406  234759646            109165990
q   567079664046027858  217937136  575553676           2602033203
r   567079664046027858  217937136  117968064              7301250
q   200777510732003494   97675841 1888654525           2055549342
r   200777510732003494   97675841   86505987             35156872
q    25934515953811721   25608543 3060779903           1012729070
r    25934515953811721   25608543   10403039             17366711
q    14530554075040616   25075584 3085362762            579470215
r    14530554075040616   25075584   18408704             23310056
q    37776901877726542   14381745  448524142           2626725886
r    37776901877726542   14381745    5667058               375472
q     2792666612126532    7901849  345972151            353419384
r     2792666612126532    7901849    2940833              6085516
q     1430778336367900    6114674 2726218324            233990943
r     1430778336367900    6114674    2794136               970318
q     5108806006552362    2551672 1171235975           2002140559
r     5108806006552362    2551672     448440              2087714
q       60797706957331     992326 2451343648             61267876
r       60797706957331     992326     655680               637755
q       42565353555681      14848 3518587162           2866739867
r       42565353555681      14848       7168                10465
q      131879964475644      55034 3842635456           2396336164
r      131879964475644      55034      34944                26068
q       14948563787186      45668 4142610130            327331255
r       14948563787186      45668      37368                33846
q       39817540661319      25280 2255537413           1575060943
r       39817540661319      25280      21056                22279
q       57870465256919      25551 2679080613           2264900209
r       57870465256919      25551      20885                16760
q       29611208338829      12242 1541585222           2418821135
r       29611208338829      12242      10900                 4159
q        3425021378940       1920  536870912           1783865301
r        3425021378940       1920          0                 1020
q       20094846505092       5201 3446048553           3863650548
r       20094846505092       5201       2055                 4944
q         542592031649        129 3862141134           4206139780
r         542592031649        129         50                   29
q         881935794310        986 4112017370            894458209
r         881935794310        986        604                  236
q         504523566970        181 3155970444           2787423021
r         504523566970        181          4                  169
q         859982722643        260 1189375558           3307625856
r         859982722643        260        232                   83
q         373764063904         89 2412902975           4199596223
r         373764063904         89         25                   57
q  2625100165969974749  686911882 3882364797           3821596677
r  2625100165969974749  686911882  137574814            326958635
q   708301732380065933  590771802 3470079877           1198943026
r   708301732380065933  590771802  476392766            414713081
q    92013947894357586   39689089 1722175435           2318368856
r    92013947894357586   39689089   19063221             33745402
q   151890354602323890  100017950  298872210           1518630951
r   151890354602323890  100017950   76933860             76753440
q    39813325319922728   16615827 1325247721           2396108560
r    39813325319922728   16615827    8914229             13743608
q    58160498683900423   22627395 2435835642           2570357687
r    58160498683900423   22627395    3286162              8865058
q    13965732990573552   12215424 3452810227           1143286797
r    13965732990573552   12215424    5053056             11616624
q      437540049631167     407460 3011599951           1073823319
r      437540049631167     407460     171108                71427
q      513254971033089    3087755 1727054636            166222699
r      513254971033089    3087755    1444636              1082344
q     7101282075141385    1968732 3616335533           3607033397
r     7101282075141385    1968732    1333204              1398781
q     3334359340532873    1469605 2004219679           2268881325
r     3334359340532873    1469605     828677               906248
q      706575853766826     195063 2133711164           3622295636
r      706575853766826     195063       2844               121758
q      249294325670770     137546 1296615110           1812443296
r      249294325670770     137546      79044                79154
q      280137846747347      77012 3315644259           3637586957
r      280137846747347      77012       7684                14863
q      166396451039370      39924  437629670           4167830153
r      166396451039370      39924      15048                10998
q      118426835996826      43444 1278089890           2725965288
r      118426835996826      43444      21528                24954
q        3596444356108      11078 3009346105            324647441
r        3596444356108      11078        362                 4710
q        1634760058218        505 2313328919           3237148630
r        1634760058218        505        417                   68
q        2262101811037       3500 2635882786            646314803
r        2262101811037       3500        808                  537
q        4498608496472       1186 1644110583           3793093167
r        4498608496472       1186        946                  410
q        1754405148206        843  713280452           2081144897
r        1754405148206        843        404                   35
q          73338809449        101 3912247437            726126826
r          73338809449        101         95                   23
q          11163005605          6 2863311530           1860500934
r          11163005605          6          4                    1
q         233699636973        125  584115552           1869597095
r         233699636973        125         32                   98
q   975339777333583531 1218376289 2542517707            800524260
r   975339777333583531 1218376289 1062809621            180312391
q  2984073722248857917  715584986  279341891           4170117848
r  2984073722248857917  715584986   36669938            369427789
q   625886996709021179  310782410 1197702224           2013907404
r   625886996709021179  310782410  179771616            177057539
q   127875343895829266   58163920 2902016600           2198533797
r   127875343895829266   58163920   48326784              9825026
q    91730990333920492   91063729 1863322094           1007327410
r    91730990333920492   91063729    6978674             55408602
q     1903905678673454   31999280 2960895741             59498391
r     1903905678673454   31999280    6094736              5514974
q    58917552734426565   20251854 3483005212           2909242419
r    58917552734426565   20251854   19434360             14231739
q    14765831633834588   10502636 1990004234           1405916727
r    14765831633834588   10502636    6718664              3842216
q    25456986789086514    5961177 2805209070           4270463163
r    25456986789086514    5961177    4518210              2463663
q     2801410168276032    1829954  743141901           1530863709
r     2801410168276032    1829954     629926               536646
