#-----------------------------------------------------------
# xsim v2020.2 (64-bit)
# SW Build 3064766 on Wed Nov 18 09:12:45 MST 2020
# IP Build 3064653 on Wed Nov 18 14:17:31 MST 2020
# Start of session at: Wed May 22 22:47:12 2024
# Process ID: 2408
# Current directory: C:/Users/atomi/GitHub/hw-viv/div_archive
# Command line: xsim.exe -mode tcl -source {xsim.dir/div_tb_snapshot_p2/xsim_script.tcl}
# Log file: C:/Users/atomi/GitHub/hw-viv/div_archive/xsim.log
# Journal file: C:/Users/atomi/GitHub/hw-viv/div_archive\xsim.jou
#-----------------------------------------------------------
source xsim.dir/div_tb_snapshot_p2/xsim_script.tcl
# xsim {div_tb_snapshot_p2} -autoloadwcfg -runall
Vivado Simulator 2020.2
Time resolution is 1 ps
q    72572052443606408   21523628 2287420506           3371738837
r    72572052443606408   21523628   20454280              2865772
q    43636254806701749   35078862 1435448878           1243947275
r    43636254806701749   35078862   11045628             11700699
q    27440921083834490    8969231 4161761135           3059450813
r    27440921083834490    8969231    6100095              8899687
q    10747057656950201    7533493 3693366303           1426570338
r    10747057656950201    7533493    4636949              1619567
q    15388090626900092    6227029  431356310           2471176965
r    15388090626900092    6227029     248114              1713107
q     1352653828769496    2351847 3196583959            575145334
r     1352653828769496    2351847     957759               437598
q       86407205295308     864817 3958751667             99913860
r       86407205295308     864817     652989               631688
q     1304826860935138     479872  614129342           2719114390
r     1304826860935138     479872     378112               377058
q      179763076777677     114942 2013749347           1563945962
r      179763076777677     114942      73158                13473
q      151447369749001     121755 3946939310           1243869818
r      151447369749001     121755      93094                58411
q      140214518802253      84193 2703350657           1665394020
r      140214518802253      84193      52127                76393
q       29812838549271      32454 3059439636            918618307
r       29812838549271      32454       2184                13893
q       10731694553151       2745 1093691125           3909542642
r       10731694553151       2745       1779                  861
q       11740107444112       5250 4047904415           2236210941
r       11740107444112       5250       1858                 3862
q        2978081121518       1334 1358677810           2232444618
r        2978081121518       1334        372                 1106
q        1654917627685       1352  292261088           1224051499
r        1654917627685       1352        256                 1037
q        2067280834622        587 3548652706           3521773142
r        2067280834622        587        138                  268
q        2283451916168        691 4214164727           3304561383
r        2283451916168        691        331                  515
q          11388883993        251 1078019679             45374039
r          11388883993        251        219                  204
q         264037336624         81 4029845857           3259720205
r         264037336624         81         79                   19
q   744608952097342815 1019969656  129026963            730030494
r   744608952097342815 1019969656  499520280            262652751
q   467430028393690770  135980354 2575326626           3437482067
r   467430028393690770  135980354  112325180             54379052
q  1294719706655267056  323531623  669029486           4001833560
r  1294719706655267056  323531623   65756606             12599176
q   128133995933424822  185188873 3614139450            691909799
r   128133995933424822  185188873  121341430             38958295
q    32654727908630892    8580793 1824370534           3805560617
r    32654727908630892    8580793    1010506              5201611
q     6500119530601260   14483904 1638759725            448782284
r     6500119530601260   14483904    9171264             12244524
q    48557046169563174   15533977 1154879541           3125860568
r    48557046169563174   15533977    9297235              1044238
q    16223381268235705    4701934 3482417864           3450363460
r    16223381268235705    4701934    2583056              3304065
q     5950897761776248    2469556 3023977984           2409703510
r     5950897761776248    2469556    1599488               434688
q     7845778358980434    2550070 1833287624           3076691368
r     7845778358980434    2550070     820176              2184674
q     2164579152558333     861739 1327447173           2511873261
r     2164579152558333     861739     268201               497454
q       85737724711143     280077 2391700422            306121976
r       85737724711143     280077     260850                38991
q      328439053914683     205725 4223608937           1596495583
r      328439053914683     205725     187547               102008
q      329727177649440     196534 2980650571           1677710613
r      329727177649440     196534     115118                34098
q       99258483451727      81179 1705045775           1222711334
r       99258483451727      81179      79467                68941
q       69531265413953      19377 3115109169           3588340063
r       69531265413953      19377      10271                13202
q       34598084829256      12670  157290041           2730709142
r       34598084829256      12670       5874                  116
q        8955991041888       4968 3714005536           1802735716
r        8955991041888       4968        768                 4800
q        3958170163570       2560 2483027968           1546160220
r        3958170163570       2560          0                  370
q        3316716030135       1257 3177660767           2638596682
r        3316716030135       1257       1161                  861
q         258856067665         73 2706417748           3545973529
r         258856067665         73         12                   48
q         359099583886        122 3098009197           2943439212
r         359099583886        122         14                   22
q         276001881520        180 3817748707           1533343786
r         276001881520        180        100                   40
q         204959748863        159  783358814           1289055024
r         204959748863        159        158                   47
q  1870409226989876443 1570910027 1045391071           1190653312
r  1870409226989876443 1570910027  247196587            488317019
q  1772143738709212343  529577745 2855458060           3346333480
r  1772143738709212343  529577745  294929972            352809743
q   977558717040505674  383389160 3686870291           2549781837
r   977558717040505674  383389160   91697096            369818754
q   334974607136389861  115509826 4187169663           2899966338
r   334974607136389861  115509826  114320194             28152673
q   107295001276522774   35050758  458514420           3061132123
r   107295001276522774   35050758   20429896             27223540
q     1524868103611277    3968848  386970920            384209247
r     1524868103611277    3968848    3541888              2073821
q    61623709942125897   14978974 2491110588           4114014080
r    61623709942125897   14978974    1880056              2171977
q    10230575628725030    2591472  410186652           3947785516
r    10230575628725030    2591472    2459072              2005478
q    19112377813852634    5675017 4291018208           3367809790
r    19112377813852634    5675017    2183968              2836204
q     2948104236166321     950762 3205037387           3100780464
r     2948104236166321     950762     765554               652753
q      695549475112592     493386 2767346668           1409747084
r      695549475112592     493386     260552               326168
q      744225969770638     485931 3566053812           1531546597
r      744225969770638     485931     259780               343831
q      280754142309943     246565 2167855413           1138661782
r      280754142309943     246565      15447                31113
q      458017247065302     184095  559994024           2487939634
r      458017247065302     184095     157608               144072
q      131771608747921      41134 1827454602           3203471793
r      131771608747921      41134      15924                14659
q       66943292760129      31555 3374996326           2121479726
r       66943292760129      31555       4686                 6199
q       19470811992985      14153 1367725401           1375737440
r       19470811992985      14153       2719                 4665
q       17811468628009       6560 1909165340           2715162900
r       17811468628009       6560       4736                 4009
q        9556403406463       2870 3983694404           3329757284
r        9556403406463       2870       2472                 1383
q        3008508216531       1032  849005163           2915221140
r        3008508216531       1032        168                   51
q         564161945594        630 4063175410            895495151
r         564161945594        630        116                  464
q        1342760920967        339  329407521           3960946669
r        1342760920967        339         77                  176
q          44100500410        155 4017872631            284519357
r          44100500410        155        115                   75
q         161714335789         40 3865470566           4042858394
r         161714335789         40         16                   29
q   610330406315259145  631984542  511453599            965736289
r   610330406315259145  631984542  503185630             18814507
q    63247574013350095   66828221 1514696302            946420136
r    63247574013350095   66828221   29087434              5892039
q   225131109770823760  115046884 2592346868           1956864036
r   225131109770823760  115046884  112052912             17359936
q   522398981815499656  149840962 2712661112           3486356299
r   522398981815499656  149840962   11938064             98580018
q    63448372724765182   57079463 3105359268           1111579706
r    63448372724765182   57079463    9484804             24587304
q    12657433129748331    8034677 3085299259           1575350587
r    12657433129748331    8034677    7003145              1442932
q     4379334881364988   10064817 1066037092            435113214
r     4379334881364988   10064817    9342940              8173150
q      372530319217852    4366314  122434160             85319177
r      372530319217852    4366314    2512288              2214274
q     4345055265075832    4721593 2059538840            920251971
r     4345055265075832    4721593    4178216               566029
q     6652484181519746    1770255 2767960008           3757924243
r     6652484181519746    1770255      58184               727781
q     2365217589035362     830610 2637282936           2847566955
r     2365217589035362     830610     573328               542812
q     1036935473168406     430068 2404122294           2411096554
r     1036935473168406     430068     364680               382734
q       39153508184329      44053 1038326599            888781880
r       39153508184329      44053      36653                24689
q      162780726992952     188130 1187331415            865256615
r      162780726992952     188130      26418                13002
q        7002696933982       9346 3438363504            749272087
r        7002696933982       9346        288                 8880
q      123907459607028      46387 1818280288           2671167775
r      123907459607028      46387      39392                28103
q       18902360401020      17998 1598859922           1050247827
r       18902360401020      17998       7044                10674
q       27686912103258       8055  622250382           3437233035
r       27686912103258       8055       7422                 6333
q        8442813494947       3647  811415537           2315002329
r        8442813494947       3647       3505                 1084
q        4017244634977       2023  118891828           1985785781
r        4017244634977       2023        532                   14
q         779445800396        728 4058980081           1070667308
r         779445800396        728        680                  172
q         144361473090        103 2627018831           1401567699
r         144361473090        103         55                   93
q          28733115575        224 2377571181            128272837
r          28733115575        224        160                   87
q         138564799399        106 2917336276           1307215088
r         138564799399        106         56                   71
q   177773073768666221   63498483 2872185212           2799642847
r   177773073768666221   63498483   46204748             42365120
q    29327465713933740  235706279 3014469063            124423777
r    29327465713933740  235706279   24115759            218137957
q   997574760958682820  258583880 2314745016           3857838164
r   997574760958682820  258583880  253285440             99486500
q   114059209113779585   46046187  481859869           2477060893
r   114059209113779585   46046187    5301089             24314594
q   123065688597784102   52404962 2167792412           2348359466
r   123065688597784102   52404962    5359944             19713810
q     9476783588863338    5188364 1351644294           1826545629
r     9476783588863338    5188364    5113784              3002382
q    13901646228578035   21807873 1675729023            637459977
r    13901646228578035   21807873    4303489              7579114
q     9867996717322032    2312806  414498181           4266677238
r     9867996717322032    2312806     330498              1212204
q      326433430510541    2186218   75215334            149314217
r      326433430510541    2186218     827844              1649235
q     2105858807163789    2096588  666541113           1004421854
r     2105858807163789    2096588      11668              1129637
q      121454662401010      56904  577251333           2134378293
r      121454662401010      56904      26776                16138
q      935342562145058     244181 2123817275           3830529656
r      935342562145058     244181     128745               213322
q      351294888312456     101914  108391937           3446973804
r      351294888312456     101914      17894                51600
q       60666494663959      16150 1339285158           3756439298
r       60666494663959      16150        956                 1259
q      234858905681408      61916 1435077902           3793186021
r      234858905681408      61916      39416                 5172
q       27790217485583      12277  199757784           2263600023
r       27790217485583      12277      11848                 3212
q       48443677689297      23145 3193251122           2093051531
r       48443677689297      23145      10878                 4302
q        4632090866745       9118 1581761370            508016107
r        4632090866745       9118       8308                 3119
q        6495215164265       3856 2855885930           1684443766
r        6495215164265       3856        864                 2569
q        1130714151402        587 3555969515           1926259201
r        1130714151402        587        551                  415
q        4576077319378       1302  527799360           3514652319
r        4576077319378       1302        640                   40
q         153303175715        431   79720970            355691823
r         153303175715        431        298                    2
q         405475305194         95  949413823           4268161107
r         405475305194         95         31                   29
q          48378007802        163 2187007886            296797593
r          48378007802        163        150                  143
q  1918809024644334732  710475493 2738530062           2700739214
r  1918809024644334732  710475493  301509754            113252230
q   437048036607302922  255461677 4115361957           1710816439
r   437048036607302922  255461677  174417407             61194719
q    69362005008356445  269401782 3082244717            257466763
r    69362005008356445  269401782   42500226            250384779
q   281936795253847896   69415843 1678972692           4061562650
r   281936795253847896   69415843   42160708              6783946
q   234247858104227870   57650874 2910706986           4063214342
r   234247858104227870   57650874   50643836             38592962
q    36599513918872985   13472174 3335470859           2716674674
r    36599513918872985   13472174   10414982              9351709
q     7515177829226693    7026757 1515139850           1069508712
r     7515177829226693    7026757    5181006               619709
q    20497612268097069    4804347 2965949722           4266472065
r    20497612268097069    4804347    3603330              2030514
q    17070765220174555    5616268 1044703999           3039521123
r    17070765220174555    5616268    4140684              1745591
q     3862994306257709    1512732 1260087844           2553654121
r     3862994306257709    1512732    1011728               489137
q     2172984402357883    1296903 2956956768           1675518062
r     2172984402357883    1296903     995680              1195897
q     1221843247269090     390373  789936962           3129937898
r     1221843247269090     390373     251382               213136
q      311928063816700     169369 3781860598           1841706946
r      311928063816700     169369      66298                79626
q       93113322034318     178283 2061877245            522278187
r       93113322034318     178283      59713                21397
q      141654360552645      95656 1263489793           1480872716
r      141654360552645      95656      70232                30949
q        6898531266428      42052 1538148185            164047637
r        6898531266428      42052       2140                35304
q        5882928601058       9056 2492750453            649616674
r        5882928601058       9056       5408                 1314
q       17568317742192       4134  199475984           4249714016
r       17568317742192       4134       2976                   48
q       14531545989642       3619 3146161453           4015348435
r       14531545989642       3619       3289                 3377
q        2347102387370        687 2075588271           3416451801
r        2347102387370        687         95                   83
q        1985743298784       1250  467292441           1588594639
r        1985743298784       1250       1006                   34
q         547431129967        511 2798873012           1071293796
r         547431129967        511        436                  211
q         957852398549        244 3731692896           3925624584
r         957852398549        244        128                   53
q         329612487156         81 2386092942           4069289964
r         329612487156         81         18                   72
q   668212987944362555  596517526 1834499496           1120190034
r   668212987944362555  596517526  183209872            212826671
q  1092792329329581750  316931648 3799752837           3448037885
r  1092792329329581750  316931648  132442304             70097270
q    13815822012668942   20966494 4074025257            658947652
r    13815822012668942   20966494    8267506             20696854
q   155989292452592419  166433875 3639277495            937244851
r   155989292452592419  166433875   10412971             76864794
q   179374916549828454   72186655 2010234877           2484876415
r   179374916549828454   72186655   54669661             62586629
q    49781228534758571   18095871 1827068520           2750971673
r    49781228534758571   18095871    5522024             15496388
q     7904712188099814    4513014 3485599255           1751537262
r     7904712188099814    4513014    3564006              3172146
q    20117960068252244    6881242 3044262627           2923594326
r    20117960068252244    6881242    1306034              1219352
q     3236182672272297    3286507  705099744            984687594
r     3236182672272297    3286507     464224              1778139
q     6630955628778741    2593909  576640285           2556356305
r     6630955628778741    2593909     579007              2032496
q     1400603756411226    1489250 4265850633            940475914
r     1400603756411226    1489250     552334              1486726
q      185062372407358     214640 2274587786            862198902
r      185062372407358     214640      83872                82078
q      423266021576269     194922 2053904030           2171463567
r      423266021576269     194922     193684               169495
q      209951005014125      90674  293581482           2315448805
r      209951005014125      90674       1740                69555
q      137771663784178      70409 3511235957           1956733709
r      137771663784178      70409      28643                67197
q       69984805780358      22113  859265378           3164871604
r       69984805780358      22113      13790                 1106
q       23994356127005      11962  234819312           2005881635
r       23994356127005      11962       1440                 9135
q        8557641940753       5410 3582050358           1581819212
r        8557641940753       5410       2772                 3833
q         899273208226       3584  776545426            250913283
r         899273208226       3584       1024                 1954
q         333344684828        241 1568286813           1383172966
r         333344684828        241        115                   22
q        3619422229485       1106 2213500324           3272533661
r        3619422229485       1106        376                  419
q        1108712158471        428 2408392876           2590448968
r        1108712158471        428        112                  167
q        1116732332529        272 3852838309           4105633575
r        1116732332529        272        176                  129
q         173670504392        190  406891638            914055286
r         173670504392        190        108                   52
q   564241331556298140  829007576 3613516956            680622647
r   564241331556298140  829007576  724431968            796124468
q  1136493638186667281  424712680 1451346602           2675911720
r  1136493638186667281  424712680  421575664            142057681
q   148912912235458881  177897453 3343151905            837071637
r   148912912235458881  177897453   78252915             34618320
q    70735759289200155   62741200 3675982205           1127421204
r    70735759289200155   62741200    6903920             44795355
q     7231103194839205    2853328 1396105813           2534269875
r     7231103194839205    2853328     105968               945205
q   132186158446619345   48681645 2636432785           2715318236
r   132186158446619345   48681645   30378755             19641125
q    53499421000670311   19799218 1566287627           2702097678
r    53499421000670311   19799218   17213018             16654507
q    23196925667097347    8409490 1498609564           2758422409
r    23196925667097347    8409490    5664008              2835937
q     8769022540354487    2973790 3206111867           2948769933
r     8769022540354487    2973790    2143958              1298417
q     4121272015853508    2018294 2128052709           2041958216
r     4121272015853508    2018294    1218290               250004
q      361096197240133     241298 3785832348           1496474057
r      361096197240133     241298     147720               234147
q      183923836216543     290818 1465633332            632436218
r      183923836216543     290818     109464               170219
q      255637762642275     101433 2071584001           2520262268
r      255637762642275     101433      16071                12231
q      283628841244472     118880 1368840182           2385841531
r      283628841244472     118880      74688                39192
q        4579644485986       7689 3147631774            595609895
r        4579644485986       7689       2674                 3331
q       58121021420439      23821  854269554           2439906864
r       58121021420439      23821       2614                13095
q       43023209461149      11440  734349303           3760770057
r       43023209461149      11440       4656                 9069
q        7612149935289       2141 4016125421           3555417998
r        7612149935289       2141        231                 1571
q        6853138513355       3977  341264688           1723192988
r        6853138513355       3977       1360                   79
q         761338853941        438  156893782           1738216561
r         761338853941        438        220                  223
q        3071994804529        919 2229270294           3342758220
r        3071994804529        919          6                  349
q        2462634437665        583 2202736228           4224072791
r        2462634437665        583        580                  512
q         307023775387        170 2728567458           1806022208
r         307023775387        170        108                   27
q           9446456894        150  744460997             62976379
r           9446456894        150        146                   44
q  1213873019151777731  996053914  881333924           1218682043
r  1213873019151777731  996053914  619328856            300111429
q   752165682953619701  481430388 4196633241           1562356057
r   752165682953619701  481430388  110010284            237959585
q   658853603867956234  347780481  626163216           1894452506
r   658853603867956234  347780481  112011760             99620848
q     5641415126899250    2943677 2446368988           1916451814
r     5641415126899250    2943677    2106772               419172
q   194272981949269904   81525158 1636960090           2382981974
r   194272981949269904   81525158    2797988              7768012
q     9313758974468798   18096419 2474151235            514674144
r     9313758974468798   18096419    1248471             16178462
q     1533954912922107    2844486 2243111878            539273145
r     1533954912922107    2844486    2317788              1793637
q     1079683625753866     278122 1522314977           3882050415
r     1079683625753866     278122      71894               233236
q      189658302956770     112742 3085967259           1682232911
r      189658302956770     112742      65598               104808
q       23237343458699     935965  164261109             24827150
r       23237343458699     935965     442431                 8949
q     5833626665175353    1377154 4073986779           4236001685
r     5833626665175353    1377154     183242               670863
q      113444060055420     441901 1753380712            256718269
r      113444060055420     441901     119480               266051
q      240460054205201     150504 3442845601           1597698760
r      240460054205201     150504     125720                30161
q      351128213771763      88697  945554262           3958738331
r      351128213771763      88697      12378                27056
q       83350297947438      77578 2909336814           1074406377
r       83350297947438      77578      48308                32532
q       93789288684962      36770 4061121102           2550701351
r       93789288684962      36770      26788                 8692
q       30087639407836      15371 1262979128           1957428886
r       30087639407836      15371       1432                 1130
q       30874229814293       7743 3665393761           3987373087
r       30874229814293       7743        545                 1652
q        6829861399241       4039  434919936           1690978311
r        6829861399241       4039       2560                 1112
q        4541912110089       1300 3819217072           3493778546
r        4541912110089       1300        576                  289
q        1036206818761        582 3748871797           1780424087
r        1036206818761        582        514                  127
q         521828592950        496 1870388983           1052073776
r         521828592950        496        368                   54
q         256528656371        246 2444290331           1042799416
r         256528656371        246         14                   35
q         409204232924        190 1265885097           2153706489
r         409204232924        190        146                   14
q  5512759216159187464 1589226250  617168001           3468832217
r  5512759216159187464 1589226250  226523126             57091214
q  1354506131474579519  502267777 3393882204           2696780867
r  1354506131474579519  502267777  414819748            350356860
q   143918662068388235  130490908 2798791733           1102901836
r   143918662068388235  130490908  116465716             53881147
q    89150779032529845   94007086 2160333815            948341054
r    89150779032529845   94007086   42356894             11821201
q    56156558004743155   36848537 1202665630           1523983381
r    56156558004743155   36848537   26857362              2579558
q     1633858364500536   33402066 2771931852             48914889
r     1633858364500536   33402066    9372840             13739862
q     1780101966887264    8795200  590809981            202394711
r     1780101966887264    8795200    7978176              4700064
q     4743843472079732    5163148 1592368174            918788977
r     4743843472079732    5163148    3581656              3060136
q     1688187343597747     858939 1029010238           1965433335
r     1688187343597747     858939      59062               266182
q      871540606442151    1632059 3867115068            534012928
r      871540606442151    1632059    1426476              1183399
q      148851699639557      37981  640835672           3919109545
r      148851699639557      37981       8200                10912
q      238204991323073     276749 2759373205            860725752
r      238204991323073     276749      52847               182825
q      197979559463187      65167  228038529           3038033966
r      197979559463187      65167      24817                  865
q      221767991412314      94721 2576771798           2341275867
r      221767991412314      94721      18730                14207
q       49572848463628      37065 2336883999           1337457128
r       49572848463628      37065      35497                14308
q       32983356732380      32181 4114659014           1024932622
r       32983356732380      32181       6146                23798
q       49034002820976      12295 1877279727           3988125483
r       49034002820976      12295       5239                 7491
q       25965491209934       7429  234722940           3495152942
r       25965491209934       7429        916                 3816
q         598239163831       4010 2542706324            149186823
r         598239163831       4010       1464                 3601
q         695809754431        442 2487582868           1574230213
r         695809754431        442        120                  285
q        1151474219968        348 3011413851           3308833965
r        1151474219968        348         76                  148
q         831697127495        469 3956131922           1773341423
r         831697127495        469        454                  108
q          93116145327        237 3642567200            392895127
r          93116145327        237         96                  228
q         551147662952        144  954437176           3827414326
r         551147662952        144        128                    8
q  4366240689731616321 1519116175 3495992175           2874198011
r  4366240689731616321 1519116175  123632639           1068688396
q   161339331544925169  416274291 1373242975            387579379
r   161339331544925169  416274291  283400787            345479880
q   127357237782955192  113682822 1057936317           1120285682
r   127357237782955192  113682822   38233618              7000588
q    22158227824016469   93866151 1214396137            236061962
r    22158227824016469   93866151   19179009             53568207
q    95239149389476625   34892403 3188513929           2729509612
r    95239149389476625   34892403    3421301             15198989
q    84035816939440025   27310156  659603186           3077090330
r    84035816939440025   27310156   25780264              1048545
q    11169360757319767   11859742  951025673            941787836
r    11169360757319767   11859742    9588722              3621455
q    15808986105025420    5148034 2809430681           3070878340
r    15808986105025420    5148034    4811086               841860
q     1633949983411498    1298853 2311254835           1257994540
r     1633949983411498    1298853     236833              1148878
q     1278095291095528    2555020 3548795272            500229074
r     1278095291095528    2555020    1673632              2444048
q      168310000137756      40920 3428416709           4113147608
r      168310000137756      40920      24264                18396
q      363034296407255     152933 2230120758           2373812691
r      363034296407255     152933     124850               134552
q      192339145178546     207159 1702093223            928461448
r      192339145178546     207159     116255                72314
q      131694409832710      31664 1674364461           4159121078
r      131694409832710      31664       8720                18918
q       67669619030622      16998  744380142           3981034182
r       67669619030622      16998        300                 4986
q      135442968571620      37792  769166454           3583905815
r      135442968571620      37792      29760                11140
q       72642419429505      18706 1343641003           3883375357
r       72642419429505      18706      14074                 1463
q       23010758808913      10351  422401382           2223046933
r       23010758808913      10351       2246                 5430
q        9652801507882       3320 3425624518           2907470333
r        9652801507882       3320         48                 2322
q        2308127687871       1174 1499945989           1966037212
r        2308127687871       1174        274                  983
q        3364714284566        811 3092800124           4148846220
r        3364714284566        811        300                  146
q        1342375514253        373  115146576           3598861968
r        1342375514253        373        112                  189
q         447059251976        136 3031741620           3287200382
r         447059251976        136         96                   24
q         525784227338        173 3003994467           3039215186
r         525784227338        173         25                  160
q  6598703199174723298 1550534065 4040304410           4255761513
r  6598703199174723298 1550534065  709555462            752282953
q   619535699731947452  334059418 2254984285           1854567380
r   619535699731947452  334059418   15508750            127362612
q   476140633179123029  123371406  958437226           3859408339
r   476140633179123029  123371406   59403572             68568395
q    91880992513357253  100528181  404507450            913982443
r    91880992513357253  100528181   21761278             52631070
q   198411595042130327   81824024 3790908225           2424857460
r   198411595042130327   81824024   76163304             38511287
q     3070203464448981   13589057 3838957401            225932046
r     3070203464448981   13589057     788583             13228359
q    10113324038220425   11037196  931695220            916294685
r    10113324038220425   11037196    2456208              6117165
q    49421288520014996   11928335  282882337           4143184151
r    49421288520014996   11928335    4979729               196411
q      950182903345588    1340165 2268335236            709004416
r      950182903345588    1340165     816492               176948
q     2294868371871549    1698941 3707208797           1350764018
r     2294868371871549    1698941     631447               366611
q     1044344886870772     673978 1650608534           1549523703
r     1044344886870772     673978     547076               570238
q     1112660735753842     543532 3399675400           2047093337
r     1112660735753842     543532     179872               107558
q       35694176552331     366202 2999071788             97471276
r       35694176552331     366202     350984               338579
q       72392902083272      49986 3624421047           1448263555
r       72392902083272      49986      24530                23042
q       95961145414335      26995 3516956920           3554774788
r       95961145414335      26995      22680                12275
q       21904860931874      26480 1877588422            827222844
r       21904860931874      26480       3936                22754
q       39319347402544      22611 1921727660           1738947742
r       39319347402544      22611      13372                 8182
q        1582977803740       6312 3162707223            250788625
r        1582977803740       6312        232                 2740
q         189358559640         66 3514064151           2869069085
r         189358559640         66         18                   30
q        2628585562096       1053 1484680052           2496282585
r        2628585562096       1053        988                   91
q        2676332024748        661 3606213085           4048913804
r        2676332024748        661         95                  304
q         936879456139        421 3264583217           2225366879
r         936879456139        421        363                   80
q         531049319088        218 1930765114           2436006050
r         531049319088        218        156                  188
q         122028592202        143 1982292598            853346798
r         122028592202        143         22                   88
q   780978212956498485  414404745  389712050           1884578355
r   780978212956498485  414404745   41892030            320204010
q  1200847599423485451  362416880 2565812987           3313442793
r  1200847599423485451  362416880   96757424            325939611
q   443227724721967035  133961473 1865003539           3308620865
