#-----------------------------------------------------------
# xsim v2020.2 (64-bit)
# SW Build 3064766 on Wed Nov 18 09:12:45 MST 2020
# IP Build 3064653 on Wed Nov 18 14:17:31 MST 2020
# Start of session at: Wed May 22 22:46:35 2024
# Process ID: 10104
# Current directory: C:/Users/atomi/GitHub/hw-viv/div_archive
# Command line: xsim.exe -mode tcl -source {xsim.dir/div_tb_snapshot_p2/xsim_script.tcl}
# Log file: C:/Users/atomi/GitHub/hw-viv/div_archive/xsim.log
# Journal file: C:/Users/atomi/GitHub/hw-viv/div_archive\xsim.jou
#-----------------------------------------------------------
source xsim.dir/div_tb_snapshot_p2/xsim_script.tcl
# xsim {div_tb_snapshot_p2} -autoloadwcfg -runall
Vivado Simulator 2020.2
Time resolution is 1 ps
run -all
start of checking module div32p2
q   903956725856318185  261557946 3250635645           3456047654
r   903956725856318185  261557946  226894126            197959501
q   215531687144377948  117375077 2360591076           1836264500
r   215531687144377948  117375077   66591756             64511448
q   155929133403098678   60929665  495091842           2559166104
r   155929133403098678   60929665   35574398              7023518
q    26279914886663741   18141708 1813675131           1448590997
r    26279914886663741   18141708     607292              7660865
q    12834064460432407    7246499 3177996485           1771071031
r    12834064460432407    7246499    2623633              5361938
q      592200471969860   11921823 3208451609             49673650
r      592200471969860   11921823    4556153              8905910
q     7480030427843758    1751766 2626939088           4269994067
r     7480030427843758    1751766    1327648              1071436
q     9673591139277885    2926972 1181139044           3304982466
r     9673591139277885    2926972     576400               804933
q      189452380536141     240974 1914603575            786194280
r      189452380536141     240974      21566               107421
q      770823787544086     434079 1776674781           1775768437
r      770823787544086     434079     309949               179563
q      573655959645396     191560 3040198295           2994654205
r      573655959645396     191560      78216               135596
q      201625830477215     179588 2478404770           1122713268
r      201625830477215     179588      17016               103631
q      118039755972795      76503 2092998650           1542942838
r      118039755972795      76503      41226                37281
q       49547974537943      17694 1620746955           2800269839
r       49547974537943      17694      13622                 6677
q       30613095030832      14479 1515504379           2114310037
r       30613095030832      14479      11723                 5109
q        5584451823122       3510 1801194262           1591011915
r        5584451823122       3510         92                 1472
q        5744003695253       4104 3672280760           1399611036
r        5744003695253       4104       2624                 3509
q        2689932157579       2734 4104882788            983881549
r        2689932157579       2734       2056                 2613
q        1188241675157        817  956773620           1454396175
r        1188241675157        817        332                  182
q        1085483202157        285  105490424           3808712990
r        1085483202157        285        232                    7
q         340631600619        295 3989223861           1154683391
r         340631600619        295        109                  274
q         629439744575        188 3175534330           3348083747
r         629439744575        188        104                  139
q   534761469716676987 1010855173 1171496282            529018878
r   534761469716676987 1010855173  442407742            275721093
q   667619608303461941  300852733 3320080091           2219091053
r   667619608303461941  300852733  207696529            232564092
q   761510810323262200  178805830 1881893379           4258870140
r   761510810323262200  178805830  168816430             78346000
q    31746711848645465    7643707  539039057           4153313549
r    31746711848645465    7643707    3069013               959322
q   331106888900781509   86666319 3012897466           3820479428
r   331106888900781509   86666319   40720538             60795977
q     4769097534369831   17626771 2899459541            270559907
r     4769097534369831   17626771   14667953             11899534
q    68705240505130174   20678704 3392967220           3322511918
r    68705240505130174   20678704   16578112             16335902
q    10513692183686406    2974141 2492382486           3535034883
r    10513692183686406    2974141    1773762              1725903
q    16646757283743539    6088855 2810677589           2733971704
r    16646757283743539    6088855     849629              3984619
q     1157130635265599     398674 4123706829           2902448203
r     1157130635265599     398674     316246               382777
q     1515128502050179     657158 2957906628           2305577200
r     1515128502050179     657158      13160               452579
q     1285876251833029     552055   42937614           2329253882
r     1285876251833029     552055       9854                 5519
q      506484758165035     260614 3144139400           1943428818
r      506484758165035     260614      41168               190783
q      256942313210997      89504 3136625595           2870735533
r      256942313210997      89504      48160                65365
q      268236725488297      96574 2815917786           2777525270
r      268236725488297      96574      15668                63317
q       33060258254841      26807 1156774867           1233269603
r       33060258254841      26807      17451                 7220
q       31057552988838      14851 4122890968           2091276882
r       31057552988838      14851       6008                14256
q       35743578245171      11184 4234674926           3195956566
r       35743578245171      11184        608                11027
q        2484584516453       1014  936082615           2450280588
r        2484584516453       1014        806                  221
q        2326513113704       1122 2396300826           2073541099
r        2326513113704       1122        524                  626
q        1199725656496        971 3463397932           1235556803
r        1199725656496        971        796                  783
q         410877670376        472 4003783072            870503538
r         410877670376        472        256                  440
q         685566122248        330 3097582474           2077473097
r         685566122248        330         28                  238
q         186189480887        122 4118944046           1526143285
r         186189480887        122         20                  117
q   459440662002007080  307138708 2826145956           1495873525
r   459440662002007080  307138708   31203632            202101380
q   465551067588709826  283278988 3293504368           1643436637
r   465551067588709826  283278988  134905536            217226470
q    54073475182645995   61439932  887614065            880103109
r    54073475182645995   61439932   13157892             12697407
q   494010245023548757  179617697 2824067925           2750342829
r   494010245023548757  179617697  148546699            118103944
q   110874324132780264   52284990  288810134           2120576558
r   110874324132780264   52284990   29749164              3515844
q   109396916353918635   28248170 1286929304           3872708085
r   109396916353918635   28248170    4920080              8464185
q    76335021798945365   24876224 2676602590           3068593601
r    76335021798945365   24876224    5538176             15502741
q    10540445620664336    8286136 4104113402           1272058003
r    10540445620664336    8286136    3688016              7917928
q      442364912420252    3710479 3603746244            119220432
r      442364912420252    3710479    2161028              3113324
q     1363189966188006     843492  681447450           1616126728
r     1363189966188006     843492     728280               133830
q     1489543743632963     921409 2418382311           1616593438
r     1489543743632963     921409     681817               518821
q     1688083010189211     573204 3627641034           2944995167
r     1688083010189211     573204     334392               484143
q      661534147451033     232731 2880179073           2842484015
r      661534147451033     232731     113765               156068
q      137273983781779      97643  977818409           1405876343
r      137273983781779      97643      80093                22230
q      148364053252248      42766 1953353456           3469205753
r      148364053252248      42766       7904                19450
q      182361531159877      48997  630522271           3721891772
r      182361531159877      48997      47941                 7193
q       19393715412864      11063 1478760772           1753024985
r       19393715412864      11063       9828                 3809
q        7088509754766       8776  554978682            807715332
r        7088509754766       8776        432                 1134
q        8855018342153       3181 3422741935           2783721578
r        8855018342153       3181        125                 2535
q        4175844603019       1390 1603660450           3004204750
r        4175844603019       1390       1124                  519
q         402211615143        536 1594586738            750394804
r         402211615143        536        336                  199
q         101212800757        493 2988182114            205299798
r         101212800757        493        326                  343
q          78907230650        125  858993459            631257845
q             78043510        100  429496729               780435
r             78043510        100         60                   10
q  3262421657672356792  985042778  913326379           3311959369
r  3262421657672356792  985042778  361763298            209469710
q   531400198762495881  355105307 3733418221           1496458059
r   531400198762495881  355105307   67380481            308676768
q   143549817698849139  187308092 1370059751            766383428
r   143549817698849139  187308092  142945756             59749763
q   161778350516534045   73837913 4232439843           2190992999
r   161778350516534045   73837913   65053909             72762958
q    48968311424156541   12178089 1051423798           4021017700
r    48968311424156541   12178089    7732314              2981241
q     6729974461953101    2815386 4119636138           2390426911
r     6729974461953101    2815386    1300412              2700455
q     5303371727546114   17514691 1739276403            302795620
r     5303371727546114   17514691    8398951              7092694
q    22533092348604246    8212581 2960175227           2743728475
r    22533092348604246    8212581    5566329              5660271
q     1664688212282578    2309036 2934545989            720945109
r     1664688212282578    2309036    2146980              1577654
q     5767503287963880    3053952  675560876           1888537635
r     5767503287963880    3053952    1924608               480360
q      336131011049142     258277 3729504370           1301436097
r      336131011049142     258277     205318               224273
q       77537843478969      53587 1781721742           1446952497
r       77537843478969      53587       1526                22230
q       10282356205119      28268 3402638764            363745443
r       10282356205119      28268      13168                22395
q         601885297482      40258 1801074019             14950700
r         601885297482      40258      34170                16882
q      185977883090993      44509 1422166932           4178433195
r      185977883090993      44509      32060                14738
q       75108731138501      25374 2056418289           2960066648
r       75108731138501      25374      14018                12149
q       67282518642926      17187 2764602501           3914733149
r       67282518642926      17187      10961                11063
q        4992485454947       6140 1222037111            813108380
r        4992485454947       6140       4572                 1747
q       10588016336349       4005 3275113638           2643699459
r       10588016336349       4005       1794                 3054
q        3596661044124       1724   69755849           2086230304
r        3596661044124       1724        612                   28
q         284050604265        664 2645544614            427787054
r         284050604265        664        368                  409
q         131998180855         40 1610612736           3299954521
r         131998180855         40          0                   15
q         748697539721        231 2435674094           3241114890
r         748697539721        231         62                  131
q         160319675791        150 2605613492           1068797838
r         160319675791        150        136                   91
q    50698146834920812  689701784 3369078438             73507344
r    50698146834920812  689701784  606296944            541019116
q   449983803193195006  151287534 2789106549           2974361411
r   449983803193195006  151287534   89365306             98244532
q   566001516325805792  251379497 2572114107           2251581863
r   566001516325805792  251379497   96355597            150542881
q   116551313182844156   34323179  136973492           3395702746
r   116551313182844156   34323179    7311044              1094622
q    73055939858936393   21360965  157457527           3420067392
r    73055939858936393   21360965     838893               783113
q     2109440434101072     963358 2751163740           2189674486
r     2109440434101072     963358     645944               617084
q    30515376346856866    9442905 3631497105           3231566593
r    30515376346856866    9442905    9400471              7984201
q     4100644447899306    4723038 2455995859            868221777
r     4100644447899306    4723038    3791238              2700780
q    21298512247146598    5499037 3964936544           3873134922
r    21298512247146598    5499037     559136              5076484
q     1111234564491703    1559085  393793144            712747903
r     1111234564491703    1559085    1115368               142948
q     4189024986331033    1170032 1692189187           3580265314
r     4189024986331033    1170032     102576               460985
q     1506853156471892     391420 2151236340           3849709152
r     1506853156471892     391420     112592               196052
q      613293207767865     174162 2688294116           3521395067
r      613293207767865     174162      73464               109011
q      460621009095146     187705 4160675918           2453962382
r      460621009095146     187705      47266               181836
q      134318563774225      40154  525720084           3345085515
r      134318563774225      40154       6904                 4915
q       70511090459412      16951 3023529275           4159700929
r       70511090459412      16951       2643                11933
q       15069492694956      14571  865714017           1034211289
r       15069492694956      14571       6645                 2937
q       18229356596336       6919 1710786221           2634680820
r       18229356596336       6919       4677                 2756
q         894952332726        531 2159616323           1685409289
r         894952332726        531        519                  267
q        2251209215669        838 2588255948           2686407178
r        2251209215669        838         56                  505
q         486934817113       1141 1434165240            426761452
r         486934817113       1141        936                  381
q        1198375566513        440 4226638270           2723580832
r        1198375566513        440        368                  433
q         116946332627         41 1152308298           2852349576
r         116946332627         41         38                   11
q         316296152683        116 1740202266           2726690971
r         316296152683        116         56                   47
q   185494273596692712 1013957934   52106722            182940798
r   185494273596692712 1013957934  609036132             12301380
q   629428339920093442  215661963 1483571660           2918587641
r   629428339920093442  215661963  201255484             74494159
q   381117421260557677  184838035 4206413139           2061899333
r   381117421260557677  184838035  171330647            181027022
q    95915250179958658  123456856 3851849600            776913111
r    95915250179958658  123456856   13970432            110719642
q   100928722159700980   64088244 3609488085           1574839874
r   100928722159700980   64088244   45013564             53859724
q    52782079109441173   32030607 3869780161           1647863841
r    52782079109441173   32030607   29441329             28859686
q     3618893940850128   13855126 3159141517            261195310
r     3618893940850128   13855126    1445986             10191068
q     1413406386006671    4303703 2598069683            328416339
r     1413406386006671    4303703     974635              2603354
q     6539105786228178    1752894 1241097638           3730462758
r     6539105786228178    1752894    1509324               506526
q      944817973695752    2577502 3868207012            366563429
r      944817973695752    2577502    1286600              2321394
q     1820724072384434     908324 1067561735           2004487465
r     1820724072384434     908324     904964               225774
q      220810259943876     149161  583773016           1480348482
r      220810259943876     149161     119528                20274
q      197143900166612     114925   56506335           1715413532
r      197143900166612     114925       1677                 1512
q       84602274012594      20156   43043430           4197374182
r       84602274012594      20156      18712                  202
q       80695115925485      61845  539952635           1304796118
r       80695115925485      61845      14825                 7775
q       24540291647064       7406 1950887116           3313568950
r       24540291647064       7406       2648                 3364
q       11207232777722      20149  668897085            556217816
r       11207232777722      20149       9183                 3138
q       13074393417349       6728 4190912648           1943280828
r       13074393417349       6728       2496                 6565
q        2204707594687       1168 3173421897           1887592118
r        2204707594687       1168        752                  863
q          41405847931        122  668888349            339392196
r          41405847931        122         46                   19
q        1600186846060       1329 3415937119           1204053307
r        1600186846060       1329        721                 1057
q        1848619286399        484 2298339937           3819461335
r        1848619286399        484        156                  259
q         577245772813        314 3433238188           1838362333
r         577245772813        314        264                  251
q         654620077840        175  368140053           3740686159
r         654620077840        175        165                   15
q   891220888382971660  216998287 1057230557           4107041123
r   891220888382971660  216998287  176043405             53415359
q  1108161660630298050  538537931 2900226616           2057722579
r  1108161660630298050  538537931  142779800            363654001
q   291964195093492907  223964615  293342120           1303617516
r   291964195093492907  223964615   36989032             15296567
q   195887627539021621  133451988 1299607587           1467850951
r   195887627539021621  133451988    8663812             40381033
q    13710581180075230   28754904  401990266            476808449
r    13710581180075230   28754904    4848400              2691334
q   106227325113751988   45750974  683439324           2321859314
r   106227325113751988   45750974    7007416              7280152
q    76572993812501703   19645533  293526432           3897730533
r    76572993812501703   19645533   14923488              1342614
q    28740325087829283    8833339 3558225610           3253619620
r    28740325087829283    8833339    2147698              7318103
q     8188772003946635    4247754 3823517792           1927788662
r     8188772003946635    4247754     209984              3781487
q     5816723195433898    1854890 1310350669           3135885791
r     5816723195433898    1854890     123358               565908
q      833925196101045     694704 2270619348           1200403619
r      833925196101045     694704     301632               367269
q      208487596528522     406506  710492270            512877046
r      208487596528522     406506      78196                67246
q        3295394367197     153733 1886921423             21435829
r        3295394367197     153733      49781                67540
q      318807599228021     166039 3686182279           1920076603
r      318807599228021     166039     126303               142504
q       29753040324982      56975  156948168            522212204
r       29753040324982      56975      38472                 2082
q      187230716368490      46103 1635987260           4061139543
r      187230716368490      46103      37276                17561
q       23864857370365      12517 2519265789           1906595619
r       23864857370365      12517       6319                 7342
q       19572275026148       4940  632942548           3961998993
r       19572275026148       4940       4368                  728
q        7411032070058       2865 1855905588           2586747668
r        7411032070058       2865       2828                 1238
q        1057458823723       1310  534411961            807220476
r        1057458823723       1310        338                  163
q         383473048798        707  850488573            542394694
r         383473048798        707        329                  140
q         694329872697        369 2304616597           1881652771
r         694329872697        369        315                  198
q           5961438629         35 4172253944            170326817
r           5961438629         35         24                   34
q         293924292897         90 2720145954           3265825476
r         293924292897         90         12                   57
q  1187020552746730641 1105885168 2021208475           1073366916
r  1187020552746730641 1105885168   94663088            520428753
q  1379555169534779295  432689505 2372718133           3188325932
r  1379555169534779295  432689505  431298795            239035635
q   400648896282377335  181223893   95699684           2210795109
r   400648896282377335  181223893   57963596              4037998
q   173428769694922742   44009779 3853705937           3940687129
r   173428769694922742   44009779    2881373             39488251
q   243989340815106903   99690902 1206849342           2447458453
r   243989340815106903   99690902   18752428             28012297
q    82981393930507326   43177405 4101584768           1921870800
r    82981393930507326   43177405    5539456             41233326
q    28184783532692429    7367246  250443557           3825687853
r    28184783532692429    7367246    2121914               429591
q    11002604064204437    8157514   46013855           1348769253
r    11002604064204437    8157514     477450                87395
q     9626309014547511    2905487 2950626908           3313148196
r     9626309014547511    2905487    2842268              1996059
q     1852407390298408     576812  817128823           3211457789
r     1852407390298408     576812     410764               109740
q     2790777002032480    1098195 2476422462           2541239945
r     2790777002032480    1098195    1007590               633205
q     2871072218407990     783840 1908527325           3662829427
r     2871072218407990     783840     441760               348310
q      237870861806055     237251 2744821018           1002612683
r      237870861806055     237251      12594               151622
q      185148724322880      93899  223258345           1971785901
r      185148724322880      93899      34621                 4881
q       12822586684376      59085 3198854714            217019322
r       12822586684376      59085      51086                44006
q      131354844941028      37791 3988451808           3475823474
r      131354844941028      37791       9696                35094
q       13144006953102      12232 1827959429           1074559103
r       13144006953102      12232       7448                 5206
q        3105606249014       5970 3269067235            520202051
r        3105606249014       5970         74                 4544
q        1190924817426       2437 2211811225            488684783
r        1190924817426       2437       1155                 1255
q         575800193033        512   75497472           1124609752
r         575800193033        512          0                    9
q        4667415568476       1444 2736405756           3232282249
r        4667415568476       1444        656                  920
q        1635245349090        500  773094113           3270490698
r        1635245349090        500        140                   90
q        1097581438080        283 3687904780           3878379639
r        1097581438080        283        188                  243
q         113778265028         69 3112295142           1648960362
r         113778265028         69          2                   50
q  3366315190891002086 1086046619 1337072833           3099604687
r  3366315190891002086 1086046619  914363941            338098833
q   765151895284367351  597346797 3756013035           1280917381
r   765151895284367351  597346797  582652529            522388694
q    44377133087412481   25441903  136406162           1744253686
r    44377133087412481   25441903   17209522               808023
q    42728668627340384   49483462   26549338            863493921
r    42728668627340384   49483462   28386916               305882
q   205041602918894326   61253986 1004967464           3347400166
r   205041602918894326   61253986   44702896             14332650
q    94570972525998403   27959797 3855748708           3382391242
r    94570972525998403   27959797    8607308             25100529
q    32213102857341707   11261203   56106265           2860538333
r    32213102857341707   11261203    9243173               147108
q     1104460395893045    3674836  937264462            300546853
r     1104460395893045    3674836    1974120               801937
q     3423739337900984    1033794 3704196059           3311819702
r     3423739337900984    1033794     626570               891596
q     4099741959566228    2498132 4102642702           1641123030
r     4099741959566228    2498132    1058664              2386268
q     2673389596044585     672068 1391741747           3977855806
r     2673389596044585     672068     398196               217777
q     1002742580968302     266562 3823871439           3761761169
r     1002742580968302     266562      33186               237324
q      624846891552678     164350 2617957005           3801928150
r      624846891552678     164350       6938               100178
q      285604170921179      87519 3882543649           3263339056
r      285604170921179      87519       6209                79115
q       17249114422340       4509  702016167           3825485567
r       17249114422340       4509        149                  737
q        5835125795225       2513 2869578229           2321976042
r        5835125795225       2513        507                 1679
q       16906637324397      14460  925823863           1169200368
r       16906637324397      14460       2652                 3117
q        4318607932906       1043  263545452           4140563694
r        4318607932906       1043        508                   64
q         936988708222       1309 3881547984            715804971
r         936988708222       1309        112                 1183
q         173316763344        176  780903144            984754337
r         173316763344        176        128                   32
q         410120066747         96 2639615317           4272084028
r         410120066747         96         32                   59
q        3013723980164        723 1241560394           4168359585
r        3013723980164        723          2                  209
q          62474049731         30 1574821341           2082468324
r          62474049731         30         26                   11
q         586037578981        140   30678337           4185982707
r         586037578981        140        116                    1
q  3992104998765747157 1581127598 3950842439           2524846826
r  3992104998765747157 1581127598  891761342           1454443209
q   992082860861756177  302948871 1105146286           3274753451
r   992082860861756177  302948871   32606270             77952356
q    30587916423127402  123292320   82090960            248092634
r    30587916423127402  123292320   12877312              2356522
q   182226803862166938  168069901 3500675299           1084232231
r   182226803862166938  168069901   79684473            136987807
q     3577314922137895   23961119  964521075            149296655
r     3577314922137895   23961119   15328275              5380950
q    64231903004605650   30021269 1243713299           2139546566
r    64231903004605650   30021269    3020785              8693396
q    37924154632553858   16158725  246357605           2346976920
r    37924154632553858   16158725    7182343               926858
q    12023878939442956    8681228 2548552111           1385043560
r    12023878939442956    8681228    7197388              5151276
q     6327978429512834    2827940  378830835           2237663610
r     6327978429512834    2827940     980564               249434
q      250785529306957    2811203 2469811341             89209327
r      250785529306957    2811203     245273              1616576
q      331967914525960     299745   59679189           1107501091
r      331967914525960     299745     281035                 4165
q       24290478126810     454768 3962924451             53412900
r       24290478126810     454768     342192               419610
q     1097665518629269     256853 3496398647           4273516441
r     1097665518629269     256853      46525               209096
q       28099570236093      76839 3173141222            365694116
r       28099570236093      76839      69366                56769
q       19814212112733      47287 3433194510            419020282
r       19814212112733      47287      27134                37799
q       86522993193463      34733 4103670419           2491088969
r       86522993193463      34733      21929                33186
q        5811273464793      15434 3201606760            376524132
r        5811273464793      15434       6640                11505
q        5676546634763       5353 3108295031           1060442113
r        5676546634763       5353       3761                 3874
q         380818641254        253 3293374132           1505212020
r         380818641254        253         28                  194
q        1866972841344       2349 3258251052            794794738
r        1866972841344       2349        324                 1782
q        1862648924950       1530   28071681           1217417598
r        1862648924950       1530       1030                   10
q        1333595026309        423 4244199361           3152706917
r        1333595026309        423         25                  418
q        1281415540932        308 4127630907           4160440067
r        1281415540932        308        260                  296
q         246004301486         72 2266788295           3416726409
r         246004301486         72          8                   38
q   833719232155603276  613747995  992135445           1358406445
r   833719232155603276  613747995   31832521            141775501
q   399245176994068998  148824766 3975409279           2682652811
r   399245176994068998  148824766    4644798            137751772
q   921092120254348890  223308085  211352150           4124759389
r   921092120254348890  223308085  119334450             10988825
q   153689287345826144   98070959 3936179607           1567123324
r   153689287345826144   98070959   21157575             89878428
q   221743141895401115   53764263 1614224054           4124359370
r   221743141895401115   53764263   51467078             20206805
q    29899519412895441    8314957  905448354           3595871802
r    29899519412895441    8314957    8044614              1752927
q    19011276148332720   10715129 3632423556           1774246128
r    19011276148332720   10715129    4370844              9062208
q     6484040573013379    4574699  326024957           1417369880
r     6484040573013379    4574699    3478721               347259
q     1317452950558546    1027765 3093651865           1281862050
r     1317452950558546    1027765     327891               740296
q      143257005225078    1194608 3300731809            119919676
r      143257005225078    1194608     552848               918070
q     5458401533398607    1310530 3608270018           4165033637
r     5458401533398607    1310530    1304572              1100997
q     1999072928371578     569766  841616573           3508585855
r     1999072928371578     569766     331890               111648
q     1258268021883591     348182 3514542989           3613822718
r     1258268021883591     348182     143842               284915
q      155980563690726      80333 2904942589           1941674824
r      155980563690726      80333      58727                54334
q       29701337675612      31859 2080010371            932274637
r       29701337675612      31859        295                15429
q         108454224249       6324 1407885389             17149624
r         108454224249       6324       4572                 2073
q       53056957097909      21349 2955116146           2485219780
r       53056957097909      21349       9990                14689
q       25854096480350       8734 3562255907           2960166759
r       25854096480350       8734        486                 7244
q        2741088716526       2331 1365324224           1175928235
r        2741088716526       2331        192                  741
q         323795318317        286 2778213111           1132151462
r         323795318317        286         14                  185
q         971611937537        401 3480958531           2422972412
r         971611937537        401        269                  325
q        1374757612742        415 1573096455           3312668946
r        1374757612742        415        167                  152
q         535732489462        150 3206908914           3571549929
r         535732489462        150         52                  112
q         139389838149        132 1464193396           1055983622
r         139389838149        132         48                   45
q   107331655220742161  218237360 1147058278            491811554
r   107331655220742161  218237360  194618336             58284721
q   784035193243435594  361383957 2643822184           2169535138
r   784035193243435594  361383957  148814200            222454528
q   277126529794951196  156117107 3661923741           1775119556
r   277126529794951196  156117107   58815097            133106704
q   612628862759416969  177240250 2805263940           3456488369
r   612628862759416969  177240250   94044824            115764719
q   185304964558140503   47033455 2123621117           3939854398
r   185304964558140503   47033455   46504013             23255413
q     4403270222173309   44033368   61032542             99998488
r     4403270222173309   44033368   29428144               625725
q     5883317500590144   19909909 3616126383            295496955
r     5883317500590144   19909909   18216357             16763049
q     9907905956980656    4423998 4241091838           2239581924
r     9907905956980656    4423998    3316860              4368504
q    12122457113470233    4225353 1583252903           2868980914
r    12122457113470233    4225353    2094177              1557591
q     4899045940918421    2534130 1511247561           1933225975
r     4899045940918421    2534130    2034686               891671
q     1828739695564463     472718 3887428852           3868563700
r     1828739695564463     472718     108712               427863
q      271482841658301     228385 1626064068           1188706971
r      271482841658301     228385      45756                86466
q     1205221135983677     386672 3922787595           3116908221
r     1205221135983677     386672     158000               353165
q      206482292613231      99067 1591618191           2084269157
r      206482292613231      99067      42955                36712
q      127896063381507      52779 1751383810           2423237715
r      127896063381507      52779      36522                21522
q        6464175872019      20677 1244017949            312626390
r        6464175872019      20677       4271                 5989
q       25573228359988      23612 1608702810           1083060662
r       25573228359988      23612      16104                 8844
q       20127428456981       5625 1989810626           3578209503
r       20127428456981       5625       2126                 2606
q       11799287500403       3289  526260814           3587500000
r       11799287500403       3289       3042                  403
q         893373803147        543 3171789844           1645255622
r         893373803147        543        404                  401
q        2235506845388        849 4107789687           2633105824
r        2235506845388        849         89                  812
q         310644511546        154 3848736927           2017172152
r         310644511546        154         90                  138
q         116231342055        335   64103989            346959230
r         116231342055        335        165                    5
q          83449869833         38  565127275           2196049206
r          83449869833         38         30                    5
q  1632124072023003061 1025412935  970289150           1591674940
r  1632124072023003061 1025412935  377163406            231654161
q  1176340516638778207  579512733  389786851           2029878637
r  1176340516638778207  579512733   48700873             52593286
q   735678175971761041  252007312 3861914371           2919273135
r   735678175971761041  252007312  226710864            226597921
q     1117088661266201  182936259 2432391964              6106436
r     1117088661266201  182936259  157606316            103603277
q     5997473811923249   43838588 1222323283            136808097
r     5997473811923249   43838588    6685644             12476213
q    16233951786715583    4042156 1599148421           4016161619
r    16233951786715583    4042156      22948              1505019
q    23691289436827342   17859476  847632576           1326538888
r    23691289436827342   17859476   11825408              3524654
q    14620790552543251   12082635   56055584           1210066393
r    14620790552543251   12082635    1526176               157696
q     1526656039051501    1373450 1003657977           1111548319
r     1526656039051501    1373450     107846               320951
q      846218515246318    1393744 2987719999            607154911
r      846218515246318    1393744      73808               969534
q      196891725579054     854320 2506506958            230466014
r      196891725579054     854320     277344               498574
q     1314137470035168     750342 4184860183           1751384661
r     1314137470035168     750342     476790               731106
q      332875781774274     166282  805826185           2001875018
r      332875781774274     166282       6438                31198
q      109073805547171      64056 4022676453           1702788271
r      109073805547171      64056      50152                59995
q       93257370277270      28488 2948644003           3273566774
r       93257370277270      28488      17704                19558
q       98476463257994      26206 3400769724           3757783074
r       98476463257994      26206       4856                20750
q        1418714722155       4070 3487682288            348578555
r        1418714722155       4070       1120                 3305
q        5012426783337       4878  694696432           1027557766
r        5012426783337       4878       1248                  789
q        2742294527844       5210 2872104809            526352116
r        2742294527844       5210       4374                 3484
q        5000775277085       1869 3555010383           2675642202
r        5000775277085       1869       1085                 1547
q        2135893614903       1029 1690439023           2075698362
r        2135893614903       1029        213                  405
q        1007457692234        504 2266788295           1998923992
r        1007457692234        504         56                  266
q         706387537630        167 3394824449           4229865494
r         706387537630        167         89                  132
q          87302397536         32          0           2728199923
q  1749324529605718841  419521836   32273468           4169805668
r  1749324529605718841  419521836  289692080              3152393
q  2642005688719092941  712986190 2475911074           3705549596
r  2642005688719092941  712986190  572854436            411013701
q   256224955127620921  263439091  983935111            972615545
r   256224955127620921  263439091  195410395             60351326
q   603233768234450357  182078637  871736492           3313039784
r   603233768234450357  182078637   61122500             36955949
q    22322016787816586   29520828 1761730748            756144671
r    22322016787816586   29520828    3310064             12108998
q   105545315338714263   29695347 4223775953           3554271156
r   105545315338714263   29695347   11213085             29203131
q    32345473285107772   15913909 3907825085           2032528480
r    32345473285107772   15913909   13394527             14479452
q    25311112873160372    8566971  350134018           2954499656
r    25311112873160372    8566971    1337738               698396
q     9315325617611979    6002843  208665886           1551818966
r     9315325617611979    6002843    4058838               291641
q      667250053478331     334937 2268182106           1992165850
r      667250053478331     334937     246454               176881
q     2077517487154489     590786 4057379021           3516531344
r     2077517487154489     590786     433574               558105
q      127585090211279      43099 3245914632           2960279593
r      127585090211279      43099      40744                32572
q      588081607552532     157565 2721122712           3732311157
r      588081607552532     157565     141512                99827
q       16665330366020       8983  552230571           1855207655
r       16665330366020       8983       7587                 1155
q       81987754677524      33153 1123845241           2473011633
r       81987754677524      33153      17927                 8675
q       41370692202319      11282 4092058452           3666964385
r       41370692202319      11282       9240                10749
q       16648446983343      12181 1441410910           1366755355
r       16648446983343      12181      11338                 4088
q        2865630650989       2186  799657680           1310901487
r        2865630650989       2186        992                  407
q        4077631532633       4082 3483742458            998929821
r        4077631532633       4082       3500                 3311
q        3759215955591       1093 2400937802           3439355860
r        3759215955591       1093        270                  611
q        2450259573050        969  886474158           2528647650
r        2450259573050        969         98                  200
q          70281970568        380  542522184            184952554
r          70281970568        380        288                   48
q         136281087168         67  576935905           2034046077
r         136281087168         67         29                    9
q         641513456016        160  429496729           4009459100
r         641513456016        160         96                   16
q  2195560294164321382 1054725076  475763696           2081642263
r  2195560294164321382 1054725076  856337728            116834394
q   321919324162999195  237895962 4155607504           1353193729
r   321919324162999195  237895962   51261664            230176897
q    75512513231691191   45928639 2715784835           1644126951
r    75512513231691191   45928639   28329027             29041502
q     1932345717513204   15222181  701740273            126942763
r     1932345717513204   15222181    6253483              2487101
q    76154836182942171   67940591 3927119190           1120903351
r    76154836182942171   67940591   24900790             62121730
q    15237132966571051    4419310 1564847427           3447853390
r    15237132966571051    4419310    4006326              1610151
q     4582657141120116   12181039 1418491884            376212336
r     4582657141120116   12181039   11228076              4023012
q     8766174727923485    6523865 1462669397           1343708787
r     8766174727923485    6523865    4882675              2221730
